39.400000	8.955973	0.104403
39.600000	8.959617	0.104038
39.800000	8.963229	0.103677
40.000000	8.966811	0.103319
40.200000	8.970362	0.102964
40.400000	8.973883	0.102612
40.600000	8.977375	0.102262
40.800000	8.980838	0.101916
41.000000	8.984272	0.101573
41.200000	8.987678	0.101232
41.400000	8.991056	0.100894
41.600000	8.994406	0.100559
41.800000	8.997729	0.100227
42.000000	9.001026	0.099897
42.200000	9.004296	0.099570
42.400000	9.007539	0.099246
42.600000	9.010757	0.098924
42.800000	9.013949	0.098605
43.000000	9.017117	0.098288
43.200000	9.020259	0.097974
43.400000	9.023377	0.097662
43.600000	9.026470	0.097353
43.800000	9.029540	0.097046
44.000000	9.032586	0.096741
44.200000	9.035609	0.096439
44.400000	9.038609	0.096139
44.600000	9.041586	0.095841
44.800000	9.044540	0.095546
45.000000	9.047472	0.095253
45.200000	9.050383	0.094962
45.400000	9.053271	0.094673
45.600000	9.056138	0.094386
45.800000	9.058985	0.094102
46.000000	9.061810	0.093819
46.200000	9.064614	0.093539
46.400000	9.067398	0.093260
46.600000	9.070162	0.092984
46.800000	9.072906	0.092709
47.000000	9.075630	0.092437
47.200000	9.078335	0.092166
47.400000	9.081021	0.091898
47.600000	9.083687	0.091631
47.800000	9.086335	0.091367
48.000000	9.088964	0.091104
48.200000	9.091575	0.090843
48.400000	9.094167	0.090583
48.600000	9.096741	0.090326
48.800000	9.099298	0.090070
49.000000	9.101837	0.089816
49.200000	9.104359	0.089564
49.400000	9.106863	0.089314
49.600000	9.109351	0.089065
49.800000	9.111822	0.088818
50.000000	9.114275	0.088572
50.200000	9.116713	0.088329
50.400000	9.119134	0.088087
50.600000	9.121539	0.087846
50.800000	9.123929	0.087607
51.000000	9.126302	0.087370
51.200000	9.128660	0.087134
51.400000	9.131002	0.086900
51.600000	9.133329	0.086667
51.800000	9.135641	0.086436
52.000000	9.137938	0.086206
